10.0,29.0,18.0,12.0,41.0,12.0,21.0,15.0,23.0,24.0,12.0,21.0,18.0,14.0,17.0,34.0,13.0,10.0,23.0,11.0,36.0,45.0,17.0,28.0,63.0,12.0,18.0,18.0,17.0,17.0,29.0,25.0,16.0,13.0,48.0,16.0,23.0,12.0,29.0,39.0,17.0,20.0,12.0,14.0,13.0,47.0,18.0,30.0,13.0,20.0,22.06,,,,,,,,,,,,,,,,,,,,,,,,0.7659724950790405,0.2327059805393219,0.16230128705501556,0.20389865338802338,0.28095903992652893,0.23020032048225403,0.2003362774848938,0.1797707974910736,0.20256450772285461,0.16725782305002213,0.15718337893486023,0.1106804683804512,0.012367027811706066,0.005771264899522066,0.004873980768024921,0.004442621022462845,0.004080217331647873,0.0030068764463067055,0.002853151992894709,0.0031855421839281917,0.00237339676823467,0.0024418896064162254,0.0023211692459881306,0.0018732915632426739,0.001951040467247367,0.0018567955121397972,0.0014014418702572584
15.0,15.0,28.0,15.0,17.0,29.0,17.0,36.0,18.0,13.0,10.0,31.0,8.0,15.0,14.0,22.0,21.0,11.0,15.0,29.0,26.0,18.0,15.0,27.0,40.0,10.0,17.0,20.0,23.0,31.0,37.0,43.0,16.0,15.0,23.0,30.0,45.0,14.0,21.0,14.0,14.0,38.0,19.0,26.0,12.0,17.0,19.0,16.0,25.0,20.0,21.4,0.0014731228584423661,0.0014166771434247494,0.001239168574102223,0.0012481589801609516,0.0011994593078270555,0.0011904558632522821,0.0012098366860300303,0.0007535726181231439,0.0008419780642725527,0.0007384653436020017,0.001096289954148233,0.0007517071207985282,0.0007989541336428374,0.0006163406069390476,0.0008658606966491789,0.001033333654049784,0.000617064128164202,0.0005289585096761584,0.0006702361861243844,0.0007356655551120639,0.000661854661302641,0.0007192535267677158,0.0003398667904548347,0.000443560624262318,0.00035748274240177125,0.00022969419660512358,0.00032348913373425603,0.00027603708440437913,0.0003324277640786022,0.0003903525066561997,0.00039342569652944803,0.00028456997824832797,0.00024008537729969248,0.000140744901727885,0.0003012833185493946,0.0002232130354968831,0.00028486858354881406,9.009631685330532e-05,0.000335416552843526,0.0001260355275007896,0.00034834576945286244,0.0002729413681663573,0.0004016582388430834,0.00019214069470763206,0.00018432164506521076,0.00034603034146130085,0.00034009720548056066,0.000261952169239521,0.0003855824761558324,0.0001751181116560474
20.0,20.0,52.0,27.0,13.0,10.0,12.0,8.0,12.0,30.0,12.0,16.0,13.0,27.0,37.0,34.0,16.0,14.0,17.0,13.0,14.0,15.0,22.0,29.0,16.0,16.0,13.0,29.0,13.0,12.0,27.0,20.0,19.0,15.0,14.0,19.0,13.0,23.0,17.0,19.0,9.0,36.0,26.0,14.0,13.0,16.0,33.0,17.0,25.0,24.0,19.62,0.00039620940515305847,0.0001801149410312064,0.00029324673232622445,0.00032214238308370113,0.00020189899078104645,0.0005278708704281598,0.0002995866088895127,0.00022901924967300147,0.00011537075261003338,0.00030804230482317507,6.618864426854998e-05,0.00012422183499438688,0.00019077598699368536,0.0002626849163789302,0.00021578195446636528,0.00022116326726973057,0.00018073691899189726,0.00015881644503679127,8.026848081499338e-05,0.0002464663120917976,0.00020019345538457856,0.00019045310909859836,0.00019572982273530215,0.00021776722860522568,0.0001935296386363916,0.0001152737604570575,0.0002076619421131909,0.0002222060866188258,6.168163963593543e-05,0.00048450514441356063,0.00021603021014016122,0.00014577130059478804,0.00017001709784381092,0.0004424460348673165,0.00021009688498452306,0.00042758480412885547,0.00010221711272606626,7.621780969202518e-05,0.00018171314150094986,0.00021434106747619808,0.0001067803823389113,0.00016895671433303505,0.0003229118447052315,8.835879998514429e-05,0.00042559043504297733,0.0005338231567293406,0.00021309724252205342,0.0001075929612852633,7.756548438919708e-05,0.00016704281006241217
11.0,15.0,22.0,26.0,25.0,19.0,11.0,19.0,10.0,36.0,39.0,32.0,52.0,25.0,41.0,12.0,21.0,12.0,16.0,25.0,12.0,19.0,28.0,26.0,14.0,13.0,22.0,10.0,30.0,20.0,18.0,13.0,21.0,13.0,14.0,14.0,11.0,18.0,41.0,12.0,19.0,18.0,11.0,43.0,12.0,32.0,21.0,31.0,43.0,11.0,21.58,0.00026590051129460335,0.00016368276556022465,0.0003698384971357882,0.00020026819402119145,0.00013768012286163867,0.00018512617680244148,0.0002236365689896047,0.0001992465986404568,9.622576180845499e-05,0.0001587059596204199,0.0002785678079817444,0.00039466156158596277,0.0011190398945473135,0.0004828713135793805,0.00199931301176548,0.0006840497080702335,0.0026710538659244776,0.007124468102119863,0.0010136539349332452,0.01191764697432518,0.00853558024391532,0.011074552312493324,0.017205183394253254,0.024378489702939987,0.026395284570753574,0.03062126785516739,0.04443385824561119,0.027079415507614613,0.04629615321755409,0.05632695183157921,0.06753503158688545,0.0663999617099762,0.05623805522918701,0.07045857608318329,0.0820736438035965,0.06749412044882774,0.10090452432632446,0.0866759642958641,0.09794385731220245,0.10627966374158859,0.11450368165969849,0.11929935216903687,0.13256676495075226,0.12931345403194427,0.13835899531841278,0.11941814422607422,0.12122926115989685,0.10514278709888458,0.08872029185295105,0.0812547504901886
49.0,76.0,13.0,17.0,22.0,17.0,9.0,39.0,17.0,16.0,8.0,36.0,23.0,13.0,48.0,34.0,23.0,36.0,22.0,28.0,14.0,34.0,15.0,47.0,52.0,37.0,36.0,18.0,40.0,19.0,40.0,12.0,27.0,15.0,34.0,11.0,31.0,11.0,20.0,34.0,19.0,14.0,32.0,13.0,30.0,12.0,47.0,49.0,12.0,21.0,26.84,0.07178051769733429,0.04987547919154167,0.03939295560121536,0.03634009137749672,0.04210110008716583,0.03404790535569191,0.03757314383983612,0.0333256870508194,0.03163120523095131,0.032340964302420616,0.030188921838998795,0.030236120335757732,0.029616042971611023,0.02231602743268013,0.0306676821783185,0.03285170532763004,0.026911776512861252,0.03159412369132042,0.03153853677213192,0.02924181055277586,0.02786913514137268,0.024139706045389175,0.02599179372191429,0.0278901606798172,0.02633355464786291,0.028690123930573463,0.0285281864926219,0.030313915573060513,0.027850115671753883,0.024992501363158226,0.02419531811028719,0.022439408116042614,0.0266560111194849,0.025701865553855896,0.024075579829514027,0.02645338512957096,0.02771397866308689,0.02703084424138069,0.026331297121942043,0.024550357833504677,0.022474950179457664,0.025831565260887146,0.027440892532467842,0.026401527225971222,0.02367652952671051,0.02554694004356861,0.019526194781064987,0.026629623025655746,0.022262930870056152,0.021565129980444908
12.0,56.0,18.0,17.0,12.0,24.0,11.0,20.0,36.0,26.0,13.0,19.0,24.0,14.0,54.0,22.0,23.0,37.0,48.0,22.0,22.0,45.0,13.0,13.0,32.0,42.0,27.0,31.0,31.0,10.0,34.0,27.0,18.0,25.0,35.0,21.0,36.0,24.0,18.0,27.0,22.0,26.0,23.0,29.0,23.0,16.0,28.0,11.0,13.0,51.0,25.62,0.026828955858945847,0.02301393449306488,0.02099633403122425,0.02265450730919838,0.021093467250466347,0.023744610138237476,0.03014417365193367,0.028178980574011803,0.02666226588189602,0.02101378608494997,0.02956473082304001,0.025437146425247192,0.025692583993077278,0.03471514396369457,0.02746986597776413,0.03268860653042793,0.03576624393463135,0.02988545410335064,0.0289108008146286,0.03862144611775875,0.028899868950247765,0.03045046702027321,0.03691142797470093,0.03732384741306305,0.0276422630995512,0.03776741586625576,0.03862043470144272,0.03751359134912491,0.046961065381765366,0.03618403151631355,0.04449225030839443,0.04629916697740555,0.03803572431206703,0.04493790864944458,0.06591887772083282,0.07101330161094666,0.07140663638710976,0.0635928250849247,0.09181157872080803,0.08267243206501007,0.09678831696510315,0.08304759114980698,0.09228995442390442,0.12245041131973267,0.13756777346134186,0.14591341465711594,0.15192054212093353,0.14408034086227417,0.14691762626171112,0.15800420939922333
24.0,24.0,12.0,28.0,50.0,33.0,33.0,33.0,23.0,19.0,18.0,19.0,15.0,16.0,28.0,31.0,20.0,16.0,49.0,15.0,33.0,15.0,15.0,30.0,47.0,54.0,16.0,28.0,79.0,13.0,11.0,17.0,21.0,20.0,13.0,61.0,20.0,28.0,46.0,23.0,13.0,15.0,24.0,26.0,23.0,16.0,13.0,24.0,28.0,43.0,26.42,0.13573650270700455,0.15054665505886078,0.11175283789634705,0.08775508403778076,0.0682104304432869,0.06455293297767639,0.06322886794805527,0.06126309186220169,0.06060558557510376,0.058358654379844666,0.05706866458058357,0.06298904120922089,0.06205104663968086,0.06073850020766258,0.05611889250576496,0.062391605228185654,0.0593886598944664,0.057213133201003075,0.05796685814857483,0.05558043718338013,0.05864555016160011,0.05111806467175484,0.05426520109176636,0.055453453212976456,0.05173331871628761,0.049615953117609024,0.04233189672231674,0.06035223789513111,0.049914877861738205,0.0466417521238327,0.0627809464931488,0.05202215909957886,0.044344812631607056,0.05138333700597286,0.05645102262496948,0.051518384367227554,0.05268785171210766,0.050616974011063576,0.0482961181551218,0.04136287793517113,0.046403706073760986,0.05225285887718201,0.04855934903025627,0.052809180691838264,0.04665672406554222,0.052123915404081345,0.04607744514942169,0.04705461487174034,0.05099445581436157,0.05889376252889633
22.0,47.0,40.0,30.0,20.0,44.0,28.0,15.0,20.0,14.0,28.0,35.0,10.0,17.0,40.0,38.0,33.0,59.0,12.0,54.0,94.0,20.0,16.0,15.0,14.0,35.0,18.0,17.0,17.0,30.0,20.0,16.0,13.0,14.0,47.0,26.0,24.0,42.0,14.0,16.0,31.0,34.0,31.0,21.0,19.0,15.0,14.0,37.0,29.0,14.0,27.18,0.03858642838895321,0.04407107084989548,0.05326286517083645,0.05933552235364914,0.048287536948919296,0.057777516543865204,0.05729049816727638,0.07958278059959412,0.06510920822620392,0.05562526546418667,0.05714321695268154,0.06701202690601349,0.06722448393702507,0.05327858030796051,0.06515488401055336,0.07332587987184525,0.08177696168422699,0.09077582508325577,0.07876073196530342,0.07694899290800095,0.11244028806686401,0.09910772368311882,0.09717138856649399,0.1439433991909027,0.12943971529603004,0.12230437248945236,0.13017506524920464,0.16242891550064087,0.14473620057106018,0.17238561809062958,0.15582548081874847,0.16615068912506104,0.15970298647880554,0.15730006992816925,0.16049951314926147,0.14109065383672714,0.1334618553519249,0.135269396007061,0.10944683104753494,0.11310797929763794,0.09435033798217773,0.0919940397143364,0.09305229783058167,0.08838915824890137,0.07756541669368744,0.08486991375684738,0.08286866918206215,0.07872065901756287,0.08240925520658493,0.07926155626773834
12.0,23.0,12.0,19.0,18.0,51.0,31.0,14.0,16.0,10.0,22.0,15.0,50.0,39.0,17.0,13.0,38.0,23.0,21.0,24.0,29.0,12.0,30.0,22.0,19.0,22.0,14.0,16.0,19.0,10.0,10.0,18.0,15.0,26.0,18.0,30.0,50.0,16.0,29.0,42.0,58.0,10.0,37.0,13.0,35.0,14.0,35.0,17.0,31.0,11.0,23.52,0.09574569389224052,0.08306002616882324,0.09499470144510269,0.07312493026256561,0.07765568420290947,0.06939481198787689,0.07506145536899567,0.07069846242666245,0.07560871541500092,0.09495839104056358,0.06986697018146515,0.0850229561328888,0.07807110249996185,0.06567734479904175,0.08067058026790619,0.0843454897403717,0.08341260254383087,0.0773579329252243,0.07176002860069275,0.08099126443266869,0.07318985462188721,0.0893426351249218,0.08396293222904205,0.06920972093939781,0.07416982203722,0.07649128139019012,0.07396012917160988,0.07806188613176346,0.07640047371387482,0.07580994069576263,0.09837422519922256,0.08802790194749832,0.07333794236183167,0.0770820826292038,0.07284751534461975,0.07481212913990021,0.07516127824783325,0.07407064735889435,0.08487600088119507,0.08091722056269646,0.08808207511901855,0.0683714896440506,0.08523468673229218,0.07648967951536179,0.08479528874158859,0.08921945467591286,0.0933736264705658,0.1217215359210968,0.08164659142494202,0.11038599163293839
43.0,22.0,14.0,27.0,20.0,17.0,13.0,20.0,15.0,39.0,28.0,16.0,13.0,22.0,10.0,30.0,20.0,21.0,18.0,22.0,24.0,33.0,37.0,13.0,19.0,13.0,18.0,13.0,21.0,11.0,34.0,20.0,12.0,80.0,10.0,19.0,42.0,21.0,32.0,49.0,63.0,21.0,57.0,38.0,30.0,39.0,20.0,20.0,29.0,25.0,25.86,0.09745864570140839,0.09385586529970169,0.10660182312130928,0.1093808263540268,0.09690602496266365,0.1118992269039154,0.10315095633268356,0.1271749809384346,0.11388565599918365,0.11486384272575378,0.12990054488182068,0.1385405734181404,0.16709348559379578,0.11587269604206085,0.19160904735326767,0.1527780145406723,0.17868614196777344,0.1651807725429535,0.18293558806180954,0.191240556538105,0.18615134060382843,0.18156595528125763,0.1873704493045807,0.18115542829036713,0.2006152868270874,0.17082208395004272,0.18209142982959747,0.17091602087020874,0.18071986734867096,0.18373098969459534,0.16068240255117416,0.153458371758461,0.1353936493396759,0.13367631286382675,0.1410316824913025,0.13058635592460632,0.12181892991065979,0.12498146295547485,0.1412866935133934,0.11975919455289841,0.12438446283340454,0.12686719000339508,0.11598599702119827,0.11534593999385834,0.12769942730665207,0.12072835862636566,0.11415622383356094,0.1161271259188652,0.12167879194021225,0.12678389251232147
